,ESOL,Group,TMAP1,TMAP2,smiles
0,1.0911257915207606,5 (195),0.39563673734664917,-0.05373212695121765,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O 
1,-0.10652169805056463,4 (225),0.305303692817688,0.05925595760345459,Cc1occc1C(=O)Nc2ccccc2
2,0.4804675853756975,5 (195),0.405623197555542,-0.16778546571731567,CC(C)=CCCC(C)=CC(=O)
3,-2.2698612345489666,1 (179),-0.23055383563041687,0.09129756689071655,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43
4,0.8260338570701906,2 (264),0.01650846004486084,-0.0835936963558197,c1ccsc1
5,0.7455595198262676,1 (179),-0.28747957944869995,-0.08616742491722107,c2ccc1scnc1c2 
6,-2.0095030846421573,2 (264),-0.03993570804595947,0.1768968105316162,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl
7,-0.925466424121076,1 (179),-0.3788498044013977,-0.028125524520874023,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O
8,-1.5219232766348585,2 (264),0.007792830467224121,0.19617962837219238,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl
9,-0.6367055669517048,2 (264),-0.09862524271011353,0.1963065266609192,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C 
10,1.9621421475726335,5 (195),0.48992425203323364,-0.2799791693687439,O=C1CCCN1
11,-0.5041595997264197,1 (179),-0.26508796215057373,-0.05226483941078186,Clc1ccc2ccccc2c1
12,0.18697294366256634,3 (265),-0.00903785228729248,-0.4491576850414276,CCCC=C
13,0.2059080818376071,5 (195),0.3656575679779053,-0.2833791673183441,CCC1(C(=O)NCNC1=O)c2ccccc2
14,-2.312465295442808,3 (265),-0.038318127393722534,-0.36903947591781616,CCCCCCCCCCCCCC
15,0.7881635807201093,3 (265),0.23497897386550903,-0.4518008828163147,CC(C)Cl
16,1.2331393278335658,3 (265),0.22029215097427368,-0.39875221252441406,CCC(C)CO
17,0.9822487470142766,2 (264),0.0099448561668396,-0.09539586305618286,N#Cc1ccccc1
18,-0.2674703725384109,4 (225),0.26559531688690186,-0.04047030210494995,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C
19,0.06389454552480177,3 (265),0.08348816633224487,-0.3886304497718811,CCCCCCCCCC(C)O
20,-2.0615747146235193,2 (264),0.04471629858016968,0.2700040340423584,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl 
21,-0.7190734180131313,5 (195),0.5,-0.27315428853034973,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3
22,-0.4899582460951394,1 (179),-0.3986142575740814,0.13471370935440063,CCOP(=S)(OCC)SCSCC
23,0.3431878336066523,4 (225),0.18229460716247559,0.06525790691375732,CCOc1ccc(NC(=O)C)cc1
24,-1.1337529440465235,4 (225),0.11993670463562012,-0.13758885860443115,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O
25,0.5988121989697021,3 (265),-0.06676220893859863,-0.34747371077537537,CCCCCCCO
26,0.7976311498076296,2 (264),-0.18873542547225952,0.2772553563117981,Cn1c(=O)n(C)c2nc[nH]c2c1=O
27,0.6693455886717287,5 (195),0.43228697776794434,-0.29408878087997437,CCCCC1(CC)C(=O)NC(=O)NC1=O
28,-1.8106841338042292,2 (264),-0.09199652075767517,-0.004799336194992065,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
29,-0.04498249898168235,5 (195),0.3275194764137268,-0.20920032262802124,CCCCCCCC(=O)OC
30,-0.3195420025197728,2 (264),-0.09947887063026428,-0.14404645562171936,CCc1ccc(CC)cc1
31,-0.7952873491676707,1 (179),-0.3893713653087616,0.12935471534729004,CCOP(=S)(OCC)SCSC(C)(C)C
32,-0.8189562718864716,4 (225),0.2539430260658264,0.19093704223632812,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
33,0.6792865362136251,5 (195),0.3827522397041321,-0.1282859444618225,ClC(=C)Cl
34,-1.015408330452519,1 (179),-0.355691134929657,0.02883899211883545,Cc1cccc2c1Cc3ccccc32
35,1.0532555151706793,3 (265),0.016360163688659668,-0.42656582593917847,CCCCC=O
36,-0.2030909027432724,4 (225),0.3208838701248169,0.10341817140579224,N(c1ccccc1)c2ccccc2
37,-0.4033299889443279,4 (225),0.15391552448272705,0.06290930509567261,CN(C)C(=O)SCCCCOc1ccccc1
38,-0.5088933842701802,1 (179),-0.3842374384403229,0.14723128080368042,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
39,-0.8213231641583516,3 (265),-0.12157347798347473,-0.3817756772041321,CCCCCCCI
40,-0.854459655964673,2 (264),0.03573763370513916,-0.0286712646484375,c1c(Cl)cccc1c2ccccc2
41,1.3846204332338918,3 (265),-0.0029969513416290283,-0.4666305482387543,OCCCC=C
42,0.6721858593979848,5 (195),0.4677824378013611,-0.3199372887611389,O=C2NC(=O)C1(CCC1)C(=O)N2
43,0.2579797118189692,3 (265),0.025344908237457275,-0.24748578667640686,CC(C)C1CCC(C)CC1O 
44,1.1573987751334032,3 (265),0.14599817991256714,-0.25580504536628723,CC(C)OC=O
45,0.7218905971074667,3 (265),0.08229416608810425,-0.38509601354599,CCCCCC(C)O
46,-0.0037985734509689054,4 (225),0.21259009838104248,0.07436686754226685,CC(=O)Nc1ccc(Br)cc1
47,-0.024627225443513503,4 (225),0.2560115456581116,0.16807937622070312,c1ccccc1n2ncc(N)c(Br)c2(=O)
48,-0.7976542414395509,4 (225),0.14785879850387573,-0.07887005805969238,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C 
49,0.5372729999008198,1 (179),-0.24913537502288818,0.0016636252403259277,c2c(C)cc1nc(C)ccc1c2 
50,-0.2769379416259313,3 (265),-0.13458406925201416,-0.3936445415019989,CCCCCCC#C
51,0.4283959553943356,5 (195),0.3613792061805725,-0.30408287048339844,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 
52,-2.3583830055172825,1 (179),-0.23618558049201965,0.09551787376403809,c1ccc2c(c1)ccc3c4ccccc4ccc23
53,0.26129336099960115,5 (195),0.28880298137664795,-0.11623188853263855,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O 
54,-2.61542750624346,2 (264),-0.0685732364654541,0.10588055849075317,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
55,1.1621325596771634,2 (264),-0.15147888660430908,0.15344655513763428,Cc1ccccc1O
56,-0.9349339932085959,3 (265),0.11737453937530518,-0.32104480266571045,CC(C)CCC(C)(C)C
57,-0.5041595997264197,2 (264),-0.2079574167728424,0.1560078263282776,Cc1ccc(C)c2ccccc12
58,-1.6544692438601436,1 (179),-0.24236470460891724,0.06983059644699097,Cc1cc2c3ccccc3ccc2c4ccccc14
59,1.3656852950588512,5 (195),0.40232086181640625,-0.1613844633102417,CCCC(=O)C
60,-2.87578565615027,2 (264),-0.011055201292037964,0.22850936651229858,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
61,1.06745686880196,5 (195),0.23831820487976074,-0.2054171860218048,CCCOC(=O)CC
62,-0.2864055107134516,1 (179),-0.4745813012123108,-0.14810863137245178,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO
63,1.07692443788948,2 (264),-0.14548850059509277,-0.07760980725288391,Nc1ccc(O)cc1
64,0.12543374459368406,4 (225),0.1315554976463318,-0.09312394261360168,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2
65,-1.351980411513868,2 (264),-0.10177120566368103,0.06350839138031006,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O
66,-0.4662893233763382,5 (195),0.4494350552558899,0.11289876699447632,CCNc1nc(Cl)nc(n1)N(CC)CC
67,1.1398837723214903,5 (195),0.3332022428512573,-0.05962437391281128,NC(=O)c1cnccn1
68,0.18697294366256634,3 (265),0.1500740647315979,-0.3448658883571625,CCC(Br)(CC)C(=O)NC(N)=O
69,-1.03907725317132,2 (264),-0.08908292651176453,0.06683367490768433,Clc1ccccc1c2ccccc2Cl 
70,-0.1443919744006461,4 (225),0.1631295084953308,-0.03672841191291809,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 
71,-1.1290191595027634,4 (225),0.22721195220947266,-0.0044141411781311035,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2
72,0.5278054308132993,1 (179),-0.3817610740661621,-0.14014896750450134,CC1(C)C2CCC1(C)C(=O)C2
73,0.3341936429735079,5 (195),0.3803582787513733,-0.279573917388916,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1
74,0.3905256790442541,5 (195),0.27576422691345215,-0.2209671437740326,CCCCC(=O)OCC
75,0.5467405689883401,3 (265),0.16360902786254883,-0.23917514085769653,CC(C)CCOC(=O)C
76,-1.3306783810669471,5 (195),0.3188430070877075,-0.267547607421875,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
77,-1.3893773094095734,2 (264),0.07807129621505737,0.2892588973045349,Clc1cccc(c1)c2cc(Cl)ccc2Cl 
78,0.6366824753197835,3 (265),-0.06300398707389832,-0.4046785533428192,CCCBr
79,-0.19788373974513634,2 (264),-0.05842560529708862,-0.005431503057479858,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
80,0.5112371849101387,1 (179),-0.38439375162124634,0.15849286317825317,COP(=S)(OC)SCC(=O)N(C)C=O
81,1.23503284165107,2 (264),-0.15724891424179077,0.11877071857452393,Cc1ncnc2nccnc12
82,1.6071083067906202,4 (225),0.29225867986679077,0.08322560787200928,NC(=S)N
83,0.14436888276872478,2 (264),-0.07336577773094177,-0.10229083895683289,Cc1ccc(C)cc1
84,-0.09705412896304426,2 (264),-0.12593409419059753,-0.16433930397033691,CCc1ccccc1CC
