,Malaria,Group,TMAP1,TMAP2,smiles
0,0.7385984434638627,3 (1752),-0.12382203340530396,-0.4004173278808594,Cc1nc2cc(ccc2[nH]1)c3ccc4[nH]c(C)nc4c3
1,-1.090085061035259,5 (2978),0.3530747890472412,0.1782468557357788,CN(C1CCN(C)C1)c2cc(C)nc(Nc3ccc(Cl)cc3)n2
2,-0.35868212698354496,4 (2087),0.16931962966918945,0.24406492710113525,CN(C)CCCOc1cc(NC(=O)Nc2ccc(c3ccncc3)c4ccccc24)ccc1I
3,0.5613286059390974,2 (1974),-0.31307390332221985,-0.01663386821746826,COc1ccc(cc1CSc2nc3ccccc3[nH]2)C4NCCc5c4[nH]c6ccccc56
4,-1.371137130520022,4 (2087),-0.12258791923522949,0.2037144899368286,CCN1C(=Nc2sc3CN(C)CCc3c2C1=O)SCc4ccc(F)cc4
5,-0.04248481165137531,2 (1974),0.09381115436553955,0.02213352918624878,CC(C)NC(=O)c1cccc(c1)c2ccc(OCCN3CCCC3c4cc5ccccc5[nH]4)cc2
6,-1.506096122532669,3 (1752),-0.06235694885253906,-0.3466033935546875,CC(=O)Nc1nc(cs1)C(=O)Nc2cccc(c2)c3ccc(s3)c4nc5c(C)cccc5[nH]4
7,-0.20494655303695747,3 (1752),-0.05369442701339722,-0.24199026823043823,CC(C)CC(C)NC(=O)C1Cc2c([nH]c3cc(Cl)ccc23)C4(CCN(CCc5ccccc5)CC4)N1
8,-0.3396773675701613,2 (1974),-0.3473575711250305,-0.08286413550376892,COc1cnc(nc1NC(C)C)c2ccccn2
9,0.27132400583896304,2 (1974),-0.38027921319007874,-0.10161089897155762,COc1ccc(cc1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45
10,-2.7867764294650295,5 (2978),0.39416420459747314,-0.23283672332763672,COc1ccc(cc1OC)C2CC(=C3C(C(=C(C)N=C3C2)C(=O)OC(C)C)c4ccccc4F)O
11,-1.0354805581591175,2 (1974),-0.041332751512527466,0.05083209276199341,CCOc1cc(C)ccc1C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4cc(Cl)cc(Cl)c4)cc3)CC2
12,-1.3975575533986009,5 (2978),0.28010308742523193,0.24926763772964478,CN1\C(=C\c2cccc[n+]2C)\Sc3ccc(C)cc13
