,PDBbind-full,Group,TMAP1,TMAP2,smiles
0,-1.39452127865941,5 (2737),-0.03690183162689209,-1.39452127865941,CC(C)CC([NH3+])C(=O)NO
1,-1.0598853120383789,2 (1495),-0.06341680884361267,-1.0598853120383789,CCC(C)C([NH3+])C(=O)NC(C(=O)[O-])C(C)C
2,0.1085046731130202,2 (1495),-0.1414242684841156,0.1085046731130202,CC(NC(=O)C(Cc1ccccc1)C(=O)NO)C(=O)NCCO
3,-0.668531384973104,5 (2737),0.04923450946807861,-0.668531384973104,O=C([O-])CC(=O)C(=O)[O-]
4,-1.00883914763856,5 (2737),0.11526322364807129,-1.00883914763856,O=c1[c][c]n([C]2O[C]([C][O-])[C]3O[V+9](=O)(=O)(=O)O[C]32)c(=O)[n-]1
5,-1.00883914763856,5 (2737),0.2378535270690918,-1.00883914763856,OB(O)CCc1ccccc1
6,-0.7025621612396494,2 (1495),-0.20728501677513123,-0.7025621612396494,[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-]
7,0.6359817052444766,2 (1495),-0.22703686356544495,0.6359817052444766,CC(C)CC([NH2+]C(CCc1ccccc1)C(=O)[O-])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
8,-0.838685266305832,2 (1495),-0.31544411182403564,-0.838685266305832,CC(=O)NC(Cc1ccccc1)C(O)C(F)(F)F
9,-0.2715056618634055,2 (1495),-0.3173726201057434,-0.2715056618634055,CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(O)C(F)(F)F
10,-0.12403896470837475,1 (1777),-0.38954105973243713,-0.12403896470837475,CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
11,0.051786712668777234,1 (1777),-0.3964096009731293,0.051786712668777234,CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(BO)Cc1ccccc1
12,0.29567394257902097,1 (1777),-0.3828204274177551,0.29567394257902097,CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C
13,0.5622483566669613,1 (1777),-0.38714075088500977,0.5622483566669613,CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
14,0.6926996656887195,1 (1777),-0.383968710899353,0.6926996656887195,CCC(C)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
15,1.0670382046207212,3 (2028),0.0198097825050354,1.0670382046207212,O=C([O-])c1ccccc1C1c2ccc(O)cc2Oc2cc(O)ccc21
16,1.140771553198235,1 (1777),-0.38435280323028564,1.140771553198235,CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C
17,-0.09000818844182938,3 (2028),-0.023808926343917847,-0.09000818844182938,CCC(C)C(NC(=O)C([NH2+]CC(O)C([NH3+])CC(C)C)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC
18,0.10283287706859603,4 (1843),0.1718043088912964,0.10283287706859603,OC1COC(O)C(O)C1O
19,0.11417646915744432,1 (1777),-0.3402261734008789,0.11417646915744432,CC(C)CC(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NC(CC(C)C)C(N)=O
20,0.1595508375128385,4 (1843),0.27405184507369995,0.1595508375128385,CC1OC(O)C(O)C(O)C1O
21,0.2219405940015056,1 (1777),-0.3616553544998169,0.2219405940015056,CC(C)CN(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-]
22,0.2502995742236268,1 (1777),-0.3706966042518616,0.2502995742236268,CCC(C)CNC(=O)C(CC(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12
23,0.29567394257902097,1 (1777),-0.3389431834220886,0.29567394257902097,CC(C)CC(C=O)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCC[NH2+]1
24,0.30701753466786924,3 (2028),-0.174839586019516,0.30701753466786924,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
25,0.3523919030232634,1 (1777),-0.33775025606155396,0.3523919030232634,CCC(C)C(NC(=O)C([NH2+]CC(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC[NH2+]1)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(N)=O
26,0.5168739883115671,1 (1777),-0.36252111196517944,0.5168739883115671,CC(C)CC(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CCCC[NH3+])C(=O)[O-]
27,0.5906073368890824,1 (1777),-0.32722949981689453,0.5906073368890824,CC(O)C(NC(=O)C1CCC[NH2+]1)C(=O)NC(CCC(=O)[O-])C(=O)NC(C[NH2+]C(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)[O-])Cc1ccccc1
28,0.6359817052444766,1 (1777),-0.36044764518737793,0.6359817052444766,CC(=O)N1CCCC1C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)[O-]
29,0.6926996656887195,1 (1777),-0.34170064330101013,0.6926996656887195,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)OC(C)(C)C)C(N)=O
30,0.9025561193324164,1 (1777),-0.3400372862815857,0.9025561193324164,CC(C)CC1NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C2CCC[NH2+]2)CSSCCNC(=O)CNC1=O
31,0.9025561193324164,2 (1495),-0.08575266599655151,0.9025561193324164,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)[O-])C(C)C)C(C)C
32,1.0330074283541753,4 (1843),0.1606188416481018,1.0330074283541753,OCC1OC(O)C(O)C(O)C1O
33,1.6001870327966017,1 (1777),-0.3386581540107727,1.6001870327966017,CCC(C)C(NC(=O)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC[NH2+]1)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCC[NH3+])C(=O)[O-]
34,1.7703409141293303,2 (1495),-0.0841013491153717,1.7703409141293303,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)[O-])C(C)C)C(C)C
35,-0.6571877928842558,1 (1777),-0.39432141184806824,-0.6571877928842558,CC(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(O)C(F)(F)C(=O)NCCc1ccccc1
36,-0.20344410933031426,4 (1843),0.2706350088119507,-0.20344410933031426,CC1OC(O)C(O)C(O)C1O
37,0.19358161377938385,2 (1495),-0.31406521797180176,0.19358161377938385,CCC(C)C(BO)NC(=O)C(C)NC(=O)OCc1ccccc1
38,0.2616431663124751,4 (1843),0.15940499305725098,0.2616431663124751,OCC1OC(O)C(O)C(O)C1O
39,0.3807508832453846,4 (1843),0.17430955171585083,0.3807508832453846,OC1COC(O)C(O)C1O
40,1.0330074283541753,4 (1843),0.15802133083343506,1.0330074283541753,OCC1OC(O)C(O)C(O)C1O
41,1.2315202899090232,2 (1495),-0.3152714967727661,1.2315202899090232,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C
42,-1.717813653191593,4 (1843),0.15874266624450684,-1.717813653191593,OCC1OC(O)C(O)C(O)C1O
43,-1.5760187520809863,5 (2737),0.09247058629989624,-1.5760187520809863,c1ccccc1
44,-1.139290456660318,2 (1495),-0.17796850204467773,-1.139290456660318,CC(O)(C(=O)[O-])c1ccccc1
45,-0.668531384973104,2 (1495),-0.058603435754776,-0.668531384973104,CC(NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CCC(=O)[O-])C(C)C)C(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1
46,-0.43031595110728493,4 (1843),0.2706115245819092,-0.43031595110728493,CC1OC(O)C(O)C(O)C1O
47,-0.2715056618634055,1 (1777),-0.392400324344635,-0.2715056618634055,CC(C)CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
48,-0.2488184776857084,1 (1777),-0.5,-0.2488184776857084,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
49,-0.12403896470837475,1 (1777),-0.3882232904434204,-0.12403896470837475,CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
50,-0.06164920821970765,2 (1495),-0.21217578649520874,-0.06164920821970765,[NH3+]C(CCC(=O)NC(CSC1c2ccccc2-c2ccccc2C1O)C(=O)NCC(=O)[O-])C(=O)[O-]
51,0.2219405940015056,1 (1777),-0.3876602351665497,0.2219405940015056,CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
52,0.2502995742236268,1 (1777),-0.395332932472229,0.2502995742236268,CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)B(O)O
53,0.27298675840132386,2 (1495),-0.2174668312072754,0.27298675840132386,CS(=N)(=N)CC(Cc1ccccc1)C(=O)[O-]
54,0.29567394257902097,4 (1843),0.15849518775939941,0.29567394257902097,OCC1OC(O)C(O)C(O)C1O
55,0.30701753466786924,2 (1495),-0.2109094262123108,0.30701753466786924,[NH3+]C(CCC(=O)NC(CSC1c2ccccc2-c2ccccc2C1O)C(=O)NCC(=O)[O-])C(=O)[O-]
56,0.5679201527113854,1 (1777),-0.389753520488739,0.5679201527113854,CC(C)CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
57,0.6359817052444766,1 (1777),-0.39094269275665283,0.6359817052444766,CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O
58,0.7607612182218098,1 (1777),-0.3686321973800659,0.7607612182218098,CCC(C)C(NC(=O)C(C(C)C)C(O)C(=O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
59,1.2939100463976918,5 (2737),0.03181910514831543,1.2939100463976918,CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)[NH2+]CC(Cc1ccccc1)NC(=O)C(NC(=O)C([NH3+])Cc1ccccc1)C(C)C)C(N)=O
60,1.4300331514638722,2 (1495),-0.19664952158927917,1.4300331514638722,NS(=O)(=O)C(F)(F)F
61,1.4300331514638722,1 (1777),-0.3716173470020294,1.4300331514638722,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C
62,1.537797276307935,1 (1777),-0.38574090600013733,1.537797276307935,CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C
63,1.6001870327966017,4 (1843),-0.03679162263870239,1.6001870327966017,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
64,1.6001870327966017,1 (1777),-0.36961013078689575,1.6001870327966017,CCC(C)C(NC(=O)C(C(C)C)C(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
65,1.6001870327966017,5 (2737),-0.05088210105895996,1.6001870327966017,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)CCCNC(N)=[NH2+]
66,1.6001870327966017,5 (2737),-0.03971871733665466,1.6001870327966017,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C([NH3+])C(C)C)C(C)C)C(=O)NC(C(=O)[O-])C(C)C
67,1.6966075655518151,2 (1495),-0.11473238468170166,1.6966075655518151,O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
68,-2.6593317965660206,5 (2737),0.20403045415878296,-2.6593317965660206,[NH3+]CCCc1ccccc1
69,-2.5629112638108085,4 (1843),0.30474215745925903,-2.5629112638108085,COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)C[NH3+])O1
70,-2.47216252710002,5 (2737),0.3531918525695801,-2.47216252710002,NC(=[NH2+])c1ccccc1
71,-2.4381317508334748,5 (2737),0.1566440463066101,-2.4381317508334748,[NH3+]C1CC1c1ccccc1
72,-2.3927573824780803,5 (2737),0.19827401638031006,-2.3927573824780803,[NH3+]CCc1ccccc1
73,-2.370070198300384,5 (2737),0.3530188202857971,-2.370070198300384,NC(=[NH2+])Nc1ccc(C=O)cc1
74,-2.216931705100928,4 (1843),0.30057293176651,-2.216931705100928,COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1
75,-1.984388067279533,4 (1843),0.30301839113235474,-1.984388067279533,COC1(C(=O)[O-])CC(OC(C)=O)C(NC(C)=O)C(C(O)C(O)CO)O1
76,-1.8425931661689268,5 (2737),0.3186618685722351,-1.8425931661689268,[NH3+]CC1CCCCC1
77,-1.5930341402142592,5 (2737),0.189070463180542,-1.5930341402142592,[NH3+]Cc1ccc(F)cc1
78,-1.5646751599921378,4 (1843),0.3021145462989807,-1.5646751599921378,CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO
79,-1.4058648707482584,2 (1495),-0.22071897983551025,-1.4058648707482584,O=C([O-])CC(Cc1ccccc1)C(=O)[O-]
80,-1.3207879300818943,3 (2028),-0.006664156913757324,-1.3207879300818943,O=C([O-])c1ccccc1N=Nc1ccc(O)cc1
81,-1.298100745904197,2 (1495),-0.21875885128974915,-1.298100745904197,O=C([O-])C(O)Cc1ccccc1
82,-1.2357109894155305,5 (2737),0.20991820096969604,-1.2357109894155305,[NH3+]CCCCc1ccccc1
83,-0.7876391019060136,1 (1777),-0.3534795939922333,-0.7876391019060136,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)[O-]
